1690,2f880eaacb9481688eee2ac5b596b788f9a78b6e
1565,f04031edc128146bb7cfa52e072affb904930a43
1062,0b49620ac97368fa456b4890ce17eaba1135965e
825,4d28f28b20ee8300fe6c68c914e1f0b2e0974c24
735,4fd4c17c769a8eb2b36fc4ca51191d654b03849f
972,2ee441dc78c7a00bce9b267e10480edb158d4fd0
1013,02a2830e2f585a97e1e85147fdb5977243174748
1847,d54088a365d36b2bdad396d07453cd845549e514
720,a098b86d735fdd0f0ee41a56e5a1d5728dcf4b64
1089,17da1c9a7e4de4efcdcbeeeb2f3a63d88e4e55a8
1015,b6e661e24a3f5993ba24df9819e61f8ed028a115
1536,ea49b4cc6abcbf3cb38468a01df4187151fa5498
1157,233e258cb8aec58d5b8d4309a8a3535011b5cd37
1225,02f2f3db70f12bf05b88d4dabe7cf9dd141b5348
1425,4515e2f5da657fedb0329c5bc5e48e657e861ebb
230,add6a29be4017c1cf670034811ab5942f756ce94
665,1111ee16ff9fdb72c7e5d12dd0afad6ddda2be5c
2020,01082363b7ade3bc131646f725abd9463559662f
2099,49adef7c61f3bf2c2257a01375b01264bb333088
703,b0a4367dd0f5e0a5492df595b621806d06375535
703,c71522fa9a07b3546d0547bc32da8764267715bd
2280,bfa7d2c69629d764beefe61312343372376040d4
241,98802147f761d93873462aa6aa0038a8926ec421
492,8c4cf9511edfc1a505ae639204b14f06a12ce739
490,8c4cf9511edfc1a505ae639204b14f06a12ce739
491,8c4cf9511edfc1a505ae639204b14f06a12ce739
489,8c4cf9511edfc1a505ae639204b14f06a12ce739
488,8c4cf9511edfc1a505ae639204b14f06a12ce739
851,209f90338886f9b6775523e4250da4a4ab003447
2035,139cd88d35dd0635db6abe916cc9b9e454251f9c
669,191f26d72d58b992ee7a6f82c6973681a3bdc275
2167,8e445e03a1003390407670f72be58d37dfe27569
1535,daae61a6f50a98dddaf649d919d2a46e55567802
1328,cc5664fe2d6d2cdd08e7b9744d69075541931965
967,6f253f050beebf194ad5b7bb2596830a152a4a57
1369,90392e37d6389f2002bdf5992e1a1242a442c79b
1699,7450df02a4d6314c21aaf4c67fa4134f7d6f0a46
399,a20d36c121387f0e2036069bbcf6a4458d3849f1
1354,3ec0fbf66fd6fd433d25e9884e2bd3453e78f1f4
958,4506244327679448c5622c388f4a6bb021425715
967,de5e6c9ba9343d24e0ee992f5a54f98372ee1469
2060,16c76a0870c24d4a61a1dd191f17a155504accbb
1204,ec483537da504f3ea5c4371fe096ba636211c0c6
541,438b877006e9d71d683d12f95f975e2355878784
1068,4c9e036e8a8c9a120d633dab5f14100923f684bf
856,26b54075bb3969875b0778fb1939f8a37ff5d944
834,7ce5b0dad89f76dbf15f07f36bc5036c6bc1c922
2117,11dc47c80ab3883b2da6eabd38d3af6130239fc7
1935,d1ec54c6914e92f02817fdeb290a860bc908fc0b
1580,e6ba2e9ed9dc472f90708806dc55ecfb656bac82
2255,bc29ef104d0494a08c348a58141760a51f18f534
1067,2e9f4187ccf0bfc07629e062a0af745806440761
1097,4bff5d71e8219ea5f94437d146294130d86fa270
732,99dc9d8a66d0b127174e6e25913311ea3cc9d5ad
1621,e247f789229bf5bbd9314e2b73ddabd614e4fa03
631,ddc42e807837f340306dbbf2e9f04255f8437539
1686,3865aedfaa85d4d0be8f0699ccf169723ce90240
